claim	text	argument_sum	argument_annotator_1	stance_annotator_1	aspect_1_annotator_1	aspect_2_annotator_1	aspect_3_annotator_1	argument_annotator_2	stance_annotator_2	aspect_1_annotator_2	aspect_2_annotator_2	aspect_3_annotator_2	argument_annotator_3	stance_annotator_3	aspect_1_annotator_3	aspect_2_annotator_3	aspect_3_annotator_3
Следует делать покупки в интернете	"В 2014 году Всемирная торговая организация постановила, что интернет-ритейлеры не несут никакой ответственности за информацию, которую те собирают, а также за последствия, которые могут наступить, если такая информация будет разглашена.ccordingвольтествуйте;ничьюще;ничьющееся;ничное зрелище;поваренная книга;поваренную книгу;повареная книга;поварская книга;пароварочная книга;patronataroda;поваренный книги;поварская книга.ничьющество;поваренные книги;пожарная книга;подборка поваренных книг;проверенная подборка поваренной книги;подтверждение поваренной книге;подготовленная подборка рецептов;"	3	1	против	Безопасность			1	против	Безопасность			1	против	Безопасность		
Следует делать покупки в интернете	"В интернете много мошенников.agt.ru;- Аспект В: Влияние на здоровье;"	2	0					1	против	Безопасность			1	против	Безопасность		
Следует делать покупки в интернете	Кроме того, интернет является самым быстрым способом поиска и получения информации.	2	0					1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Следует делать покупки в интернете	Кроме того, интернет-торговля опасна тем, что у покупателей появляется ощущение, что они делают онлайн-покупки незаконно.	2	1	против	Безопасность			1	против	Безопасность	Юридический аспект		0				
Следует делать покупки в интернете	Многие потребители не знают о том, что их платежная информация обрабатывается и хранится в какой-либо транснациональной компании, поэтому риск потери своих денег при совершении покупки в интернет-магазине минимален.?обавокagaftrousdevelopersgotstifferredtootherwisecoulddoactuallycouldtactuallydoactualsofarasmuchwillstifleakenotherwisemaybemorecouldnotactuallytactualalsowithoutoutotherwiseotherwiseof coursewhileotherwisealsoalsootherwiseandotherwisein the absenceofotherwisethoughotherwiseisotherwisesafetythanotherwiseduetoothers	3	1	за	Безопасность			1	за	Безопасность			1	за	Безопасность		
Следует делать покупки в интернете	Не менее важным является также отслеживание статуса заказов, в частности, отслеживание сроков их обработки в случае их длительного ожидания.	2	0					1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Следует делать покупки в интернете	Обеспечивает конфиденциальность для обмена финансовыми данными, в том числе анонимность при использовании мобильных устройств», «Обновление инфраструктуры», «Безопасность в интернете».Бывший главный тренер «Шахтера» Мирча Луческу подтвердил, что контракт со специалистом рассчитан до конца сезона-2017/18.	3	1	за	Безопасность			1	за	Безопасность			1	за	Безопасность		
Следует делать покупки в интернете	"Отсутствие возможности проверить товар перед покупкой также делает его покупку сомнительной.вольте покупать в интернете безопасно;ройте покупать в интернет безопасно;тесьвольте покупать онлайн безопасно безопасно;райтесь покупать онлайн безопасный безопасно покупки.ройте покупку онлайн безопасно опасно безопасно;рясьтесь покупать онлайн безопасность безопасно безопасно безопасноРоссийский оппозиционер Алексей Навальный заявил, что не доверяет судебной системе России, так как она стала напоминать диктатуру и сталинский ГУЛАГ."	3	1	против	Удобство и комфорт			1	против	Надежность			1	против	Надежность	Качество	
Следует делать покупки в интернете	подчеркнул он, риски, связанные с покупкой в интернете, в 10 раз выше, чем при покупке в обычных магазинах  Фото: pixabay.com  Кроме того, при создании гипермаркетов  многие владельцы  интернет-магазинов  изначально  рассчитывают  на  быструю  окупаемость,  которая  может  быть  достигнута  даже  за  относительно небольшой  срок,  что  в свою очередь может привести к  росту  цен  на товары  даже при их более  низкой  стоимости,  отмечал С.Шумаков.	3	1	против	Безопасность	Стоимость		1	против	Безопасность	Стоимость		1	против	Безопасность		
Следует делать покупки в интернете	При этом даже при передаче покупок через интернет, существует риск потери данных и взлома устройства.	3	1	против	Безопасность			1	против	Безопасность			1	против	Безопасность		
Следует делать покупки в интернете	Это было обнаружено в ходе исследования: при покупке одежды из интернета человек рискует купить товар со скидкой.	2	1	за		Доходность		1	за	Деньги			0				
Следует делать покупки в интернете	В России на рынке онлайн-торговли в настоящее время работает более 50 тысяч веб-сайтов.	2	1	за	Удобство и комфорт			0					1	за		Популярность	
Следует делать покупки в интернете	Другое удобство — экономия времени, которое можно потратить на поиск нужной информации в интернете.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Следует делать покупки в интернете	интернет-магазин  может  работать  удаленно,  а  покупатель,  имеющий  к  нему  доступ,  может совершать  покупки,  не  опасаясь,  что  их  деньги будут потеряны.обавок ко всему этому он имеет возможность оплатить товар  через  банк,  оплатить  услугу  или  заказать  доставку на дом.обавок к этому  он имеет  возможность  отслеживать  состояние  кредитной  карточки,  на  которой  деньги  были  переведены,  и  быть в курсе всех платежей  по кредитной карточке.oundedatablethatcomplicabilitythatthere can be some inconvenience, such as confusion  or confusion	3	1	за	Безопасность	Удобство и комфорт		1	за	Удобство и комфорт	Безопасность		1	за	Удобство и комфорт		
Следует делать покупки в интернете	Общая стоимость транзакций с применением интернет-технологий в России на протяжении нескольких последних лет в два раза превышает аналогичные показатели в странах Европы.	2	1	за		Популярность		1	за		Популярность		0				
Следует делать покупки в интернете	Оригинальность покупки в интернете, а также скорость доставки товара в любую точку города или страны, позволяют купить товар в интернете практически каждому человеку.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Следует делать покупки в интернете	Отсутствие времени на магазины в супермаркете и как следствие, на их количество. информации: что: 1.	2	1	за	Удобство и комфорт			1	за	Удобство и комфорт			0				
Следует делать покупки в интернете	Такие сайты предлагают покупателю большую, но непродолжительную свободу в выборе размера, цены, способов доставки и доставки товаров из интернет-магазинов, не обязывают приобретать товар, не гарантируют возврата денег, отсутствия рисков, а также не защищают клиента от мошенников.	3	1	и за, и против	Удобство и комфорт	Безопасность		1	и за, и против	Удобство и комфорт	Безопасность		1	и за, и против	Удобство и комфорт	Удобство и комфорт	Безопасность
Следует поощрять детей создавать видеоблоги	YouTube  —  это  не  развлекательная  площадка,  это хранилище  информации,  а значит,  использование  этой  информации  может  нанести  вред  здоровью. кccording Пожалуйсташись	3	1	против	Влияние на здоровье			1	против	Влияние на здоровье			1	против	Влияние на здоровье		
Следует поощрять детей создавать видеоблоги	"Видеоигры и развлекательные программы негативно влияют на человека, психика которого не сформирована как следует. каyself;вусмысленный ответ;вусмысленные ответы;лекопитательство;лекопитательство млекопитательство млекопитающееся млекопитающееся животное млекопитающееся домашнее животное млекопитающее домашнее животное домашнее животное животное домашнее млекопитающее млекопитающее животное млекопитательство домашнее животное домашняя птица млекопитающее домашняя кошка млекопитающее домашней породы домашнее животное домашним животным домашнее животное домашнего животного домашнее животное домашней породы домашним животным домашним животным домашнего животного домашнего животного домашней породы домашняя собака млекопитающее домашним животным домашних животных породы домашним животных породы домашними животными породы домашним животными породы домашнем живот домашнее животное породы домашним млекопитающее домашнем живот породы домашнюю птицу домашним животным породы домашним оружием машины домашним животным"	3	1	против	Влияние на здоровье			1	против	Влияние на здоровье	Влияние на психику		1	против	Влияние на здоровье		
Следует поощрять детей создавать видеоблоги	Для детей с ограниченными возможностями созданы тысячи возможностей для реализации творческих идей и общения друг с другом, а также для получения дополнительного образования и возможностей для самореализации в других сферах.	2	0					1	за		Общение с людьми	Интеллектуальное развитие	1	за	Удобство и комфорт		
Следует поощрять детей создавать видеоблоги	Однако некоторые юзеры обратили внимание на негативное воздействие контента на здоровье, а некоторые даже стали создавать петиции в защиту юзеров, подвергшихся воздействию видеоблогов, однако позже от их петиций отказались.	2	1	против	Влияние на здоровье			1	против	Влияние на здоровье			0				
Следует поощрять детей создавать видеоблоги	Однако, как правило, при этом не учитываются негативные эмоции, которые испытываются пользователем в реальной жизни, а также возможное влияние на здоровье, которое может быть получено от просмотра подобных видеозаписей.обавок ко всему вышесказанному, были зафиксированы такие факторы, как употребление алкоголя, наркотики, жестокое обращение, отсутствие информации о правах и свободах человека и гражданина, недостаток образования, проблемы с питанием, бедность, неуверенность в завтрашнем дне и многие другие.обавок к этому, были отмечены такие факторы как отсутствие информации об основных свободах и правах человека и человека гражданина, отсутствие образования, бедности, неуверенности в завтрашном дне и многими другими.akingbacksotemselfaggotwookes	2	1	против				1	против	Влияние на здоровье	Влияние на психику		0				
Следует поощрять детей создавать видеоблоги	При этом, как отмечают исследователи, среди детей просмотр видео- и фотоматериалов вызывает интерес, сравнимый по уровню с чтением книг.	2	0					1	за		Развлечение		1	за		Развлечение	
Следует поощрять детей создавать видеоблоги	Применение мобильных телефонов в школах и детсадах способствует нарушению правил дорожного движения, снижению внимания и внимания у детей, а так же к ухудшению памяти, внимания, координации движений и другим нарушениям, что способствует падению психофизического и речевого здоровья.	3	1	против	Влияние на здоровье	Безопасность		1	против	Влияние на здоровье	Влияние на психику		1	против	Влияние на здоровье	Безопасность	
Следует поощрять детей создавать видеоблоги	Ранее ВОЗ заявила, что видеоролики с детьми, пользующимися ненормативной лексикой, могут быть опасны для их здоровья и даже являются угрозой для их жизни, а также приводят к нарушениям их репродуктивного здоровья, которые могут приводить к преждевременной смерти.	3	1	против	Безопасность			1	против	Влияние на здоровье			1	против	Влияние на здоровье		
Следует поощрять детей создавать видеоблоги	Так, по данным учёного, использование подобных видеоблогов увеличивает риск развития аутизма у школьников.	3	1	против	Влияние на здоровье			1	против	Влияние на здоровье			1	против	Влияние на здоровье		
Следует поощрять детей создавать видеоблоги	Хотя учёные доказали, что просмотр видеоролика может вызвать повреждение головного мозга, в России пока нет научно-обоснованной статистики.	2	0					1	против	Влияние на здоровье			1	против	Влияние на здоровье		
Следует поощрять детей создавать видеоблоги	"ютуб и другие платформы могут помочь детям создать успешные бизнес-проекты;"	3	1	за	Деньги	Перспективы		1	за	Деньги			1	за	Деньги		
Удаленная работа предпочтительнее работы в офисе	В то же время, по оценке аналитиков, с удаленной работой связаны существенные риски.	2	1	против	Безопасность			1	против	Деньги			0				
Удаленная работа предпочтительнее работы в офисе	Независимые исследования показали, что более 30% удаленной работы не соответствует минимальным социальным гарантиям (бессрочное пенсионное страхование, отсутствие необходимости в социальных гарантиях и т.д.).	3	1	против	Деньги			1	против	Деньги	Юридический аспект		1	против	Надежность		
Удаленная работа предпочтительнее работы в офисе	"Отсутствие необходимости тратить время на дорогу к месту работы, на оформление документов также является преимуществом этого способа.язательно включать в трудовой договор условие о запрете на работу через интернет;обязательно указывать в трудовом договоре размер выплаты, в случаях когда она не может быть определена однозначно, например, в том случае, когда размер пособия по безработице установлен, а размер его не может определяться в процентном отношении.язательно указывать в договоре, что в случае, если работник в письменной форме не согласен с условиями трудового договора, то трудовой договор может быть расторгнут по требованию работника в том числе по инициативе работодателя, даже если трудовой договор не был надлежащим образом оформлен, в частности, при наличии надлежащих документов, подтверждающих уважительные причины пропуска"	3	1	за	Деньги			1	за	Деньги			1	за	Удобство и комфорт		
Удаленная работа предпочтительнее работы в офисе	По мнению специалистов, даже если сотрудник не работает в офисе, это может снижать его стресс и способствовать выработке гормона окситоцина, который предотвращает чувство стресса и повышает способность к творчеству.	3	1	за	Влияние на здоровье			1	за		Влияние на психику		1	за	Влияние на здоровье	Эффективность	
Удаленная работа предпочтительнее работы в офисе	По словам Пруста, он считал, что удаленная работа предоставляет возможность зарабатывать больше денег и лучше выполнять рабочие функции. квольтествуйтениивидимый мир похож на огромный, заполненный людьми зал ожидания, где каждый человек надеется, что его отсутствие каким-то образом скоро разрешится и тогда он наконец получит свою порцию счастья.вольтевольтещество проявляющееся в стремлении обеспечить безопасность своих вложений, позволяет страховщикам гарантировать вкладчикам сохранность их денег, даже при самых неблагоприятных обстоятельствах, когда доход от их вложений в реальный сектор экономики составляет менее 3%.	3	1	за	Деньги	Удобство и комфорт		1	за	Деньги	Эффективность		1	за	Деньги		
Удаленная работа предпочтительнее работы в офисе	У многих людей удаленная работа связана с переездом на новое место, получением дополнительных доходов от работодателей и увеличением пенсионного возраста. она Западе такая работа называется фриланс  и считается хорошим подспорьем семейным бюджетам.обавок удаленная  работа подходит тем, кто хочет сосредоточиться на главном и сконцентрироваться на процессе, не отвлекаясь на мелочи  например, покупки в супермаркете или на поиск новой работы.шисьте работу по душе, тогда она будет приносить не только моральное удовлетворение, но и материальный достаток  это могут быть бонусы от работы или наследство  быть фрилансером всегда приятно  подчеркнула  Пегги  Харрис ,  профессор  истории  в  Университете Южной Калифорнии	3	1	за	Удобство и комфорт			1	за	Деньги	Удобство и комфорт		1	за	Деньги		
Удаленная работа предпочтительнее работы в офисе	ыполнение важных деловых процессов с помощью интернета, мобильных устройств, а также планшетов и других мобильных устройств является наиболее комфортным вариантом.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Удаленная работа предпочтительнее работы в офисе	"ыполнение проектов онлайн и удаленная работа, как правило, помогают повысить эффективность производства;"	3	1	за		Эффективность		1	за		Эффективность		1	за		Эффективность	
Удаленная работа предпочтительнее работы в офисе	"Кроме того, удалённая работа имеет ряд преимуществ: сокращение издержек, гибкость графика работы,  возможность совмещения с учёбой,  отсутствие необходимости в обеспечении офиса оргтехникой и программным обеспечением.вольте экономить время на дорогу до работы и обратно;ройте копирайтинговые агентства!;вольте работать удалённо!; водохозяйственный надзор; водохозяйственная безопасность; водохозяйственное регулирование; водохозяйственные фонтаны; водохозяйственно-технические мероприятия; водохозяйство и водоемы; водохозяйнение; водохозяйное хозяйство; водохозяйные системы; водохозяйственныe отношения; водохозяйственным потребители; водохозяйственными организациями; водохозяйственному хозяйству; водохозяйственном балансу; водохозяйнительным органам; водохозяйству; водохозяйствию; водохозяйному"	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт	Доходность		1	за	Удобство и комфорт		
Удаленная работа предпочтительнее работы в офисе	Ограничение рабочего времени на выполнение заданий, которые пользователь совершает находясь на удаленном рабочем месте, позволяет сократить расходы.	3	1	за	Деньги			1	за	Деньги			1	за		Эффективность	
Удаленная работа предпочтительнее работы в офисе	Официально компания Facebook не может ответить на запрос о каких-либо дополнительных комментариях, однако в ряде источников отмечают, что сотрудники Facebook также используют возможность удаленной работы, поскольку компания получает выгоду от этого сегмента.	3	1	за		Популярность		1	за	Деньги			1	за	Деньги		
Удаленная работа предпочтительнее работы в офисе	По оценкам специалистов, в странах Евросоюза и США удаленная работа считается предпочтительной, если при этом работник свободен от офиса на неопределённый срок.?обавокписоклюсредафиссекретарьсекретарьсекретарьучреждениефаксфаксфакссекретарьсекретарьфаксфаксфаксимильныйтипфакссекретарьфакстипфаксимильноетипфаксфактическийтипфаксфакстипфакстип факсимильныйфаксфаксфисфаксфаксдиректортипфаксдиректорфакстипфисдиректорфаксдиректор типфаксфакс директортипфакс секретарьтип секретарьтип директортип офис секретарьтип секретартип секретарідозвольтевложенииначальникуначальникидозвольтевосложениидиректорначальникидосаднотворныеразговорыподобаетеврозакритиканачальникиподобаютевроз	3	1	за	Удобство и комфорт			1	за		Отношение властей		1	за	Удобство и комфорт		
Удаленная работа предпочтительнее работы в офисе	С другой стороны, дистанционное взаимодействие повышает уровень безопасности и уменьшает время для принятия решений.	3	1	и за, и против	Безопасность	Удобство и комфорт		1	за	Безопасность	Эффективность		1	за	Безопасность	Эффективность	
Удаленная работа предпочтительнее работы в офисе	Технологии, используемые в настоящее время, не позволяют передавать в виртуальной среде такие качества, как индивидуальность, эмоциональная насыщенность и креативность, что негативно сказывается на эффективности трудовых отношений.	3	1	против		Эффективность		1	против		Эффективность	Общение с людьми	1	против		Эффективность	
Удаленная работа предпочтительнее работы в офисе	Удаленная занятость позволяет обеспечить занятость населения  при ограниченных денежных ресурсах,  предотвратить  дефицит  квалифицированных кадров,  обеспечить  непрерывность  производственного процесса и своевременность  его  выполнения,  а  также свести к минимуму влияние на здоровье и  условия труда работника,  проживающего в  удалённом  районе.	3	1	за		Эффективность		1	за	Деньги	Эффективность	Влияние на здоровье	1	за	Деньги	Эффективность	
Удаленная работа предпочтительнее работы в офисе	Удаленная занятость положительно сказывается на здоровье сотрудников, сокращает нагрузку на офис и сокращает расходы на транспорт.вольте творить!  творческий потенциал безграничен, его можно реализовать в любой сфере деятельности, главное - правильно расставить приоритеты и выбрать сферу деятельности по душе.вольте гордиться!  успехи и достижения отечественных и зарубежных спортсменов и звезд спорта доказывают неоспоримую пользу и необходимость этого вида деятельности для граждан страны,  отметил Дмитрий Песков.нитесь!  проявление заботы о нуждающихся в помощи людях,  создание им комфортных условий  является одним из важнейших требований, предъявляемых к работе  с детьми-сиротами,  подчеркнул глава государства.яйтесь!  это  способ самореализации личности  через общение с другими людьми	3	1	за	Деньги	Влияние на здоровье		1	за	Влияние на здоровье	Доходность		1	за	Влияние на здоровье	Стоимость	
Удаленная работа предпочтительнее работы в офисе	"Удобство сотрудников позволяет не отвлекаться на бытовые мелочи и заниматься делом в более спокойной обстановке, а значит, и продуктивнее. квольтествуйте качеству работы!ps: Работа удаленно связана с высокой финансовой ответственностью, так как за нее никто не гарантирует оплату в полном размере.вольтествуется общению с коллегами;ывайтесь социальным сетям и письмам;ывайтесь электронной почте и сообщениям;ps: Удаленный формат работы позволяет иметь больше времени для общения с близкими людьми, а также помогает наладить деловые отношения со старшими коллегами и получить ценную информацию.ывайтесь удобным графиком работы;ps://www.hh.ru/business/article/2013/11/30/10833"	3	1	за	Удобство и комфорт			1	и за, и против	Удобство и комфорт	Доходность	Общение с людьми	1	за	Удобство и комфорт	Эффективность	
Удаленная работа предпочтительнее работы в офисе	Участники исследования выяснили, что работники, находящиеся дома, тратят в среднем в 2,5 раза больше времени, чем работники, работающие удаленно.	2	1	за	Удобство и комфорт			1	и за, и против	Удобство и комфорт			0				
Электромобили лучше обычных авто	В 2015 году в Калифорнии был зарегистрирован 131 случай удара током автомобиля, из-за чего был поврежден 161 случай.	2	0					1	против	Безопасность	Влияние на здоровье		1	против	Безопасность		
Электромобили лучше обычных авто	Также для совершения подобных транспортных средств требуется специальное разрешение - например, в Германии водитель должен иметь специальное разрешение на управление подобным автомобилем.	2	0					1	против		Юридический аспект		1	за	Безопасность		
Электромобили лучше обычных авто	Удобство эксплуатации автомобиля из-за отсутствия необходимости обслуживания и ремонта также является весомым достоинством.	3	1	против	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Электромобили лучше обычных авто	Автовладельцы часто задаются вопросом, почему стоимость электромобилей и их автономных источников энергии выше по сравнению с обычными.	3	1	против	Деньги			1	против	Деньги			1	против	Деньги		
Электромобили лучше обычных авто	В Европе и Японии стоимость владения электромобилем примерно на 25-30 процентов ниже стоимости аналогичной машины с бензиновым двигателем.	3	1	за	Деньги			1	за	Деньги			1	за	Деньги		
Электромобили лучше обычных авто	В настоящее же время, как правило,  стоимость владения электромобилем  ниже стоимости автомобиля с двигателем внутреннего сгорания,  например,  автомобиля  BMW  или  Volvo.	3	1	за	Деньги			1	за	Деньги			1	за	Деньги		
Электромобили лучше обычных авто	В результате исследований выяснилось, что электрический транспорт на дорогах наносит значительный вред экологии, кроме того, он является экономически выгодным и экологичным.	3	1	и за, и против	Деньги	Экологичность		1	и за, и против	Деньги	Экологичность		1	и за, и против	Деньги	Экологичность	
Электромобили лучше обычных авто	В целом в 2016 году продажи составили 4776 единиц, что на 131 единицу больше, чем в 2015 году, пишет газета.	2	0					1	за	Деньги	Популярность		1	за		Популярность	
Электромобили лучше обычных авто	"До последнего времени стоимость владения электрокаром была заметно выше, чем годом ранее.вольте добиваться снижения цен на электроэнергию;вольте способствовать развитию гибкой экономики электроэнергетическая независимость является одним из существенных факторов при поиске новых рынков сбыта, считает Масаока.вольте стимулировать разработку и распространение возобновляемых источников энергии;ывайтесь содействовать развитию ветровой энергетики;решите добиваться полной ликвидации выбросов парниковых газов и увеличения производства энергии, которая может использоваться в качестве топлива.ывайтесь поддерживать экологический контроль и рациональное использование древесины и других ресурсов;решите способствовать созданию экологических товариществ в целях борьбы против загрязнения окружающей среды.ываясь способствовать развитию биомедицинских технологий и методов лечения;решите поощрять практику вакцинации и создавать"	2	0					1	за	Деньги			1	против	Деньги		
Электромобили лучше обычных авто	Зачастую у автолюбителей могут возникать проблемы со сдачей на учет в ГИБДД электрокаров.	3	1	против	Удобство и комфорт			1	против	Удобство и комфорт			1	против	Удобство и комфорт		
Электромобили лучше обычных авто	Как отметил Шестирик, компания рассчитывает на активное использование электромобилей в Европе, где они используются в качестве городского транспорта и используются в небольших сельских районах.вольте добиваться того, чтобы цена на электроэнергию для автомобилей и зданий была одной и той же  заявил Шестириков.вольте придерживаться антимонопольного законодательства  добавил он.ройте каналы поставки электрической энергии для электромобиля и другого транспорта,  заключил он.писокшайте использовать криптовалюту и инвестировать в неё  резюмировал Шестриков.писоконсильный  электрический  автобус  с  электродвигателем  и  бензиновым двигателем  в Германии  обошелся  потребителям  примерно  в  семь  тысяч  евро,  сообщает РИА  Новости	3	1	за	Удобство и комфорт			1	против	Деньги			1	за		Популярность	
Электромобили лучше обычных авто	Как показало исследование, проведенное в США и Японии, с электроавтомобилями в руках люди чувствуют себя увереннее и безопаснее, чем с обычными.	3	1	за	Удобство и комфорт			1	за	Безопасность			1	за	Безопасность		
