claim	text	argument_sum	argument_annotator_1	stance_annotator_1	aspect_1_annotator_1	aspect_2_annotator_1	aspect_3_annotator_1	argument_annotator_2	stance_annotator_2	aspect_1_annotator_2	aspect_2_annotator_2	aspect_3_annotator_2	argument_annotator_3	stance_annotator_3	aspect_1_annotator_3	aspect_2_annotator_3	aspect_3_annotator_3
Продукты лучше покупать в супермаркете, а не на рынке	На территории супермаркета потребитель может оценить качество предлагаемых ему продуктов, а также выбрать дополнительные средства гигиены для своих зубов и полости рта, что облегчит жизнь в дальнейшем.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Продукты лучше покупать в супермаркете, а не на рынке	Отсутствие удобных стеллажей для покупок может затруднить процесс их размещения.ноклассница Виталия Кличко заявила, что не видит смысла создавать в России супермаркеты с обычными прилавками, так как это делает товары на полках слишком привлекательными. рынков можно продавать исключительно те вещи, которые потребители могут использовать сами. недобросовестных фермеров часто поступают угрозы убийством и даже шантажом.правительству следует принять меры по обеспечению граждан безопасной сделки купли-продажи продовольствия, так чтобы она обеспечивала право граждан на здоровую и безопасную покупку товаров, а сама купля-продажа была безопасной.ничью сторону супермаркета могут представлять такие факторы, как качество пищи, размер порции и цены, также существует вероятность, что продукты попросту не будут	2	0					1	и за, и против	Удобство и комфорт	Безопасность		1	за	Удобство и комфорт		
Продукты лучше покупать в супермаркете, а не на рынке	По словам главы Центра общественного мнения (ЦОМ) Татьяны Гамовой, стоимость покупки еды в супермаркете, согласно опросу ВЦИОМа, в три раза выше, а цены в магазинах, торгующих продуктами, на 10% ниже, а цены в магазинах, торгующих одеждой, в четыре раза ниже, чем в магазинах, торгующих бытовой техникой и электроникой.	2	0					1	против	Деньги			1	против	Деньги		
Продукты лучше покупать в супермаркете, а не на рынке	По словам продавцов, в супермаркетах они могут сэкономить на покупках, но потом, не  в  первый  раз,  это  становится  очевидным.	3	1	за	деньги			1	за	Деньги			1	за	Деньги		
Продукты лучше покупать в супермаркете, а не на рынке	По словам Шредера, с момента появления супермаркетов его жители перестали тратить время на походы по магазинам, а стали покупать товары в интернете.обавок ко всему этому жители США потратили почти два месяца на доставку товаров до своих магазинов и оплату их стоимости.обавок к этому, как рассказал глава Федеральной торговой комиссии США, около 80 процентов покупателей не заказывали товары на сайте магазина, а искали их в интернете, так как уверены, что смогут их найти в случае необходимости.ничью оценку супермаркетов дал и председатель Организации экономического сотрудничества и развития в Вашингтоне Уильям Дадли:  У супермаркетов есть ряд преимуществ  - они позволяют потребителям делать покупки в режиме онлайн и не терять времени на поиски необходимой продукции.шисьничью характеристику	2	0					1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Продукты лучше покупать в супермаркете, а не на рынке	супермаркеты более дружелюбно относятся к потребителям,  тогда как на рынках с их строгим дресс-кодом  зачастую не получается найти общий язык с покупателем.шись ветру,  он  мог  согреть  замерзающих прохожих  своим дыханием.шись дождю,  они  спасали  им жизнь  в ледяной  воде.ываясь солнцу,  оно  грело  их  безводные  земли  своим теплом.каясь морю,  тепло  и  свет  возвращались  в  ихустья,  принося  с  собой  изобилие  ипринося  с собой  радость.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Продукты лучше покупать в супермаркете, а не на рынке	супермаркеты не только скупают продукты питания, но и сами готовы их готовить, продавать или готовить обеды для посетителей.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Работа фриланс лучше работы по найму	В то же время он сказал, что большинство фрилансеров, которые ищут работу, делают это потому, что у них мало опыта работы.	2	1	за	Удобство и комфорт			1	за		Карьера		0				
Работа фриланс лучше работы по найму	Отсутствие возможности карьерного роста  при сохранении высоких пенсионных выплат может негативно отразиться на позициях фрилансеров в системе государственного пенсионного обеспечения.	3	1	против		Карьера		1	против	Деньги			1	против	Деньги	Карьера	
Работа фриланс лучше работы по найму	"Отсутствие социальных гарантий и гарантий занятости для фрилансеров также является серьёзным препятствием для профессионального роста.язательно использование криптовалют в торговле товарами и услугам;язательно использовать криптовалюте в качестве средства платежа;"	3	1	против	деньги	карьера		1	против		Карьера		1	против	Надежность		
Работа фриланс лучше работы по найму	По данным The New York Times, для фрилансеров средний заработок в год доходит до 200 тысяч долларов в год.	2	1	за	деньги			1	за	Деньги			0				
Работа фриланс лучше работы по найму	По результатам опроса, опубликованного на сайте Worldcorrespondent, большинство пользователей признало работу по найму более выгодной и продуктивной, нежели работа по фрилансу.	3	1	против	деньги			1	против	Деньги	Эффективность		1	против	Деньги		
Работа фриланс лучше работы по найму	Рост цен на услуги фрилансеров может быть связан с нестабильностью на фондовом и товарном рынках, а также из-за низкой рентабельности деятельности фрилансерами.анкционировало проведение исследований, согласно которым фрилансы могут служить более эффективной формой занятости, чем работа по наймам.анкционировал проведение исследований рынка труда в странах третьего мира, согласно которому некоторые безработные граждане могут иметь работу в странах, находящихся на другом уровне экономического развития.ровоцировало проведение маркетинговых исследований, в ходе которых потребители искали информацию о фрилансах в интернете, в то время как работодатели были в затруднении с определением того, какой тип занятости подходит для них и какую ценность могут представлять данные работники.тренировал продавцов работать в условиях	3	1	за	деньги			1	за	Деньги			1	за	Деньги		
Работа фриланс лучше работы по найму	это говорит о низкой профессиональной ответственности и возможных дополнительных затратах.	2	1	против	деньги	Карьера		1	против	Деньги	Качество		0				
Работа фриланс лучше работы по найму	Это значит, что, если в результате фриланса, человек получил работу, то по факту ему не отдали ни гроша.	2	1	против	деньги			1	против	Деньги			0				
Следует делать покупки в интернете	"В 2014 году Всемирная торговая организация постановила, что интернет-ритейлеры не несут никакой ответственности за информацию, которую те собирают, а также за последствия, которые могут наступить, если такая информация будет разглашена.ccordingвольтествуйте;ничьюще;ничьющееся;ничное зрелище;поваренная книга;поваренную книгу;повареная книга;поварская книга;пароварочная книга;patronataroda;поваренный книги;поварская книга.ничьющество;поваренные книги;пожарная книга;подборка поваренных книг;проверенная подборка поваренной книги;подтверждение поваренной книге;подготовленная подборка рецептов;"	3	1	против	Безопасность			1	против	Безопасность			1	против	Безопасность		
Следует делать покупки в интернете	"В интернете много мошенников.agt.ru;- Аспект В: Влияние на здоровье;"	2	0					1	против	Безопасность			1	против	Безопасность		
Следует делать покупки в интернете	Кроме того, интернет является самым быстрым способом поиска и получения информации.	2	0					1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Следует делать покупки в интернете	Кроме того, интернет-торговля опасна тем, что у покупателей появляется ощущение, что они делают онлайн-покупки незаконно.	2	1	против	Безопасность			1	против	Безопасность	Юридический аспект		0				
Следует делать покупки в интернете	Многие потребители не знают о том, что их платежная информация обрабатывается и хранится в какой-либо транснациональной компании, поэтому риск потери своих денег при совершении покупки в интернет-магазине минимален.?обавокagaftrousdevelopersgotstifferredtootherwisecoulddoactuallycouldtactuallydoactualsofarasmuchwillstifleakenotherwisemaybemorecouldnotactuallytactualalsowithoutoutotherwiseotherwiseof coursewhileotherwisealsoalsootherwiseandotherwisein the absenceofotherwisethoughotherwiseisotherwisesafetythanotherwiseduetoothers	3	1	за	Безопасность			1	за	Безопасность			1	за	Безопасность		
Следует делать покупки в интернете	Не менее важным является также отслеживание статуса заказов, в частности, отслеживание сроков их обработки в случае их длительного ожидания.	2	0					1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Следует делать покупки в интернете	Обеспечивает конфиденциальность для обмена финансовыми данными, в том числе анонимность при использовании мобильных устройств», «Обновление инфраструктуры», «Безопасность в интернете».Бывший главный тренер «Шахтера» Мирча Луческу подтвердил, что контракт со специалистом рассчитан до конца сезона-2017/18.	3	1	за	Безопасность			1	за	Безопасность			1	за	Безопасность		
Следует делать покупки в интернете	"Отсутствие возможности проверить товар перед покупкой также делает его покупку сомнительной.вольте покупать в интернете безопасно;ройте покупать в интернет безопасно;тесьвольте покупать онлайн безопасно безопасно;райтесь покупать онлайн безопасный безопасно покупки.ройте покупку онлайн безопасно опасно безопасно;рясьтесь покупать онлайн безопасность безопасно безопасно безопасноРоссийский оппозиционер Алексей Навальный заявил, что не доверяет судебной системе России, так как она стала напоминать диктатуру и сталинский ГУЛАГ."	3	1	против	Удобство и комфорт			1	против	Надежность			1	против	Надежность	Качество	
Следует делать покупки в интернете	подчеркнул он, риски, связанные с покупкой в интернете, в 10 раз выше, чем при покупке в обычных магазинах  Фото: pixabay.com  Кроме того, при создании гипермаркетов  многие владельцы  интернет-магазинов  изначально  рассчитывают  на  быструю  окупаемость,  которая  может  быть  достигнута  даже  за  относительно небольшой  срок,  что  в свою очередь может привести к  росту  цен  на товары  даже при их более  низкой  стоимости,  отмечал С.Шумаков.	3	1	против	Безопасность	Стоимость		1	против	Безопасность	Стоимость		1	против	Безопасность		
Следует делать покупки в интернете	При этом даже при передаче покупок через интернет, существует риск потери данных и взлома устройства.	3	1	против	Безопасность			1	против	Безопасность			1	против	Безопасность		
Следует делать покупки в интернете	Это было обнаружено в ходе исследования: при покупке одежды из интернета человек рискует купить товар со скидкой.	2	1	за		Доходность		1	за	Деньги			0				
Следует делать покупки в интернете	В России на рынке онлайн-торговли в настоящее время работает более 50 тысяч веб-сайтов.	2	1	за	Удобство и комфорт			0					1	за		Популярность	
Следует делать покупки в интернете	Другое удобство — экономия времени, которое можно потратить на поиск нужной информации в интернете.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Следует делать покупки в интернете	интернет-магазин  может  работать  удаленно,  а  покупатель,  имеющий  к  нему  доступ,  может совершать  покупки,  не  опасаясь,  что  их  деньги будут потеряны.обавок ко всему этому он имеет возможность оплатить товар  через  банк,  оплатить  услугу  или  заказать  доставку на дом.обавок к этому  он имеет  возможность  отслеживать  состояние  кредитной  карточки,  на  которой  деньги  были  переведены,  и  быть в курсе всех платежей  по кредитной карточке.oundedatablethatcomplicabilitythatthere can be some inconvenience, such as confusion  or confusion	3	1	за	Безопасность	Удобство и комфорт		1	за	Удобство и комфорт	Безопасность		1	за	Удобство и комфорт		
Следует делать покупки в интернете	Общая стоимость транзакций с применением интернет-технологий в России на протяжении нескольких последних лет в два раза превышает аналогичные показатели в странах Европы.	2	1	за		Популярность		1	за		Популярность		0				
Следует делать покупки в интернете	Оригинальность покупки в интернете, а также скорость доставки товара в любую точку города или страны, позволяют купить товар в интернете практически каждому человеку.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Следует делать покупки в интернете	Отсутствие времени на магазины в супермаркете и как следствие, на их количество. информации: что: 1.	2	1	за	Удобство и комфорт			1	за	Удобство и комфорт			0				
Следует делать покупки в интернете	Такие сайты предлагают покупателю большую, но непродолжительную свободу в выборе размера, цены, способов доставки и доставки товаров из интернет-магазинов, не обязывают приобретать товар, не гарантируют возврата денег, отсутствия рисков, а также не защищают клиента от мошенников.	3	1	и за, и против	Удобство и комфорт	Безопасность		1	и за, и против	Удобство и комфорт	Безопасность		1	и за, и против	Удобство и комфорт	Удобство и комфорт	Безопасность
Следует поощрять детей создавать видеоблоги	YouTube  —  это  не  развлекательная  площадка,  это хранилище  информации,  а значит,  использование  этой  информации  может  нанести  вред  здоровью. кccording Пожалуйсташись	3	1	против	Влияние на здоровье			1	против	Влияние на здоровье			1	против	Влияние на здоровье		
Следует поощрять детей создавать видеоблоги	"Видеоигры и развлекательные программы негативно влияют на человека, психика которого не сформирована как следует. каyself;вусмысленный ответ;вусмысленные ответы;лекопитательство;лекопитательство млекопитательство млекопитающееся млекопитающееся животное млекопитающееся домашнее животное млекопитающее домашнее животное домашнее животное животное домашнее млекопитающее млекопитающее животное млекопитательство домашнее животное домашняя птица млекопитающее домашняя кошка млекопитающее домашней породы домашнее животное домашним животным домашнее животное домашнего животного домашнее животное домашней породы домашним животным домашним животным домашнего животного домашнего животного домашней породы домашняя собака млекопитающее домашним животным домашних животных породы домашним животных породы домашними животными породы домашним животными породы домашнем живот домашнее животное породы домашним млекопитающее домашнем живот породы домашнюю птицу домашним животным породы домашним оружием машины домашним животным"	3	1	против	Влияние на здоровье			1	против	Влияние на здоровье	Влияние на психику		1	против	Влияние на здоровье		
Следует поощрять детей создавать видеоблоги	Для детей с ограниченными возможностями созданы тысячи возможностей для реализации творческих идей и общения друг с другом, а также для получения дополнительного образования и возможностей для самореализации в других сферах.	2	0					1	за		Общение с людьми	Интеллектуальное развитие	1	за	Удобство и комфорт		
Следует поощрять детей создавать видеоблоги	Однако некоторые юзеры обратили внимание на негативное воздействие контента на здоровье, а некоторые даже стали создавать петиции в защиту юзеров, подвергшихся воздействию видеоблогов, однако позже от их петиций отказались.	2	1	против	Влияние на здоровье			1	против	Влияние на здоровье			0				
Следует поощрять детей создавать видеоблоги	Однако, как правило, при этом не учитываются негативные эмоции, которые испытываются пользователем в реальной жизни, а также возможное влияние на здоровье, которое может быть получено от просмотра подобных видеозаписей.обавок ко всему вышесказанному, были зафиксированы такие факторы, как употребление алкоголя, наркотики, жестокое обращение, отсутствие информации о правах и свободах человека и гражданина, недостаток образования, проблемы с питанием, бедность, неуверенность в завтрашнем дне и многие другие.обавок к этому, были отмечены такие факторы как отсутствие информации об основных свободах и правах человека и человека гражданина, отсутствие образования, бедности, неуверенности в завтрашном дне и многими другими.akingbacksotemselfaggotwookes	2	1	против				1	против	Влияние на здоровье	Влияние на психику		0				
Следует поощрять детей создавать видеоблоги	При этом, как отмечают исследователи, среди детей просмотр видео- и фотоматериалов вызывает интерес, сравнимый по уровню с чтением книг.	2	0					1	за		Развлечение		1	за		Развлечение	
Следует поощрять детей создавать видеоблоги	Применение мобильных телефонов в школах и детсадах способствует нарушению правил дорожного движения, снижению внимания и внимания у детей, а так же к ухудшению памяти, внимания, координации движений и другим нарушениям, что способствует падению психофизического и речевого здоровья.	3	1	против	Влияние на здоровье	Безопасность		1	против	Влияние на здоровье	Влияние на психику		1	против	Влияние на здоровье	Безопасность	
Следует поощрять детей создавать видеоблоги	Ранее ВОЗ заявила, что видеоролики с детьми, пользующимися ненормативной лексикой, могут быть опасны для их здоровья и даже являются угрозой для их жизни, а также приводят к нарушениям их репродуктивного здоровья, которые могут приводить к преждевременной смерти.	3	1	против	Безопасность			1	против	Влияние на здоровье			1	против	Влияние на здоровье		
Следует поощрять детей создавать видеоблоги	Так, по данным учёного, использование подобных видеоблогов увеличивает риск развития аутизма у школьников.	3	1	против	Влияние на здоровье			1	против	Влияние на здоровье			1	против	Влияние на здоровье		
Следует поощрять детей создавать видеоблоги	Хотя учёные доказали, что просмотр видеоролика может вызвать повреждение головного мозга, в России пока нет научно-обоснованной статистики.	2	0					1	против	Влияние на здоровье			1	против	Влияние на здоровье		
Следует поощрять детей создавать видеоблоги	"ютуб и другие платформы могут помочь детям создать успешные бизнес-проекты;"	3	1	за	Деньги	Перспективы		1	за	Деньги			1	за	Деньги		
Удаленная работа предпочтительнее работы в офисе	В то же время, по оценке аналитиков, с удаленной работой связаны существенные риски.	2	1	против	Безопасность			1	против	Деньги			0				
Удаленная работа предпочтительнее работы в офисе	Независимые исследования показали, что более 30% удаленной работы не соответствует минимальным социальным гарантиям (бессрочное пенсионное страхование, отсутствие необходимости в социальных гарантиях и т.д.).	3	1	против	Деньги			1	против	Деньги	Юридический аспект		1	против	Надежность		
Удаленная работа предпочтительнее работы в офисе	"Отсутствие необходимости тратить время на дорогу к месту работы, на оформление документов также является преимуществом этого способа.язательно включать в трудовой договор условие о запрете на работу через интернет;обязательно указывать в трудовом договоре размер выплаты, в случаях когда она не может быть определена однозначно, например, в том случае, когда размер пособия по безработице установлен, а размер его не может определяться в процентном отношении.язательно указывать в договоре, что в случае, если работник в письменной форме не согласен с условиями трудового договора, то трудовой договор может быть расторгнут по требованию работника в том числе по инициативе работодателя, даже если трудовой договор не был надлежащим образом оформлен, в частности, при наличии надлежащих документов, подтверждающих уважительные причины пропуска"	3	1	за	Деньги			1	за	Деньги			1	за	Удобство и комфорт		
Удаленная работа предпочтительнее работы в офисе	По мнению специалистов, даже если сотрудник не работает в офисе, это может снижать его стресс и способствовать выработке гормона окситоцина, который предотвращает чувство стресса и повышает способность к творчеству.	3	1	за	Влияние на здоровье			1	за		Влияние на психику		1	за	Влияние на здоровье	Эффективность	
Удаленная работа предпочтительнее работы в офисе	По словам Пруста, он считал, что удаленная работа предоставляет возможность зарабатывать больше денег и лучше выполнять рабочие функции. квольтествуйтениивидимый мир похож на огромный, заполненный людьми зал ожидания, где каждый человек надеется, что его отсутствие каким-то образом скоро разрешится и тогда он наконец получит свою порцию счастья.вольтевольтещество проявляющееся в стремлении обеспечить безопасность своих вложений, позволяет страховщикам гарантировать вкладчикам сохранность их денег, даже при самых неблагоприятных обстоятельствах, когда доход от их вложений в реальный сектор экономики составляет менее 3%.	3	1	за	Деньги	Удобство и комфорт		1	за	Деньги	Эффективность		1	за	Деньги		
Удаленная работа предпочтительнее работы в офисе	У многих людей удаленная работа связана с переездом на новое место, получением дополнительных доходов от работодателей и увеличением пенсионного возраста. она Западе такая работа называется фриланс  и считается хорошим подспорьем семейным бюджетам.обавок удаленная  работа подходит тем, кто хочет сосредоточиться на главном и сконцентрироваться на процессе, не отвлекаясь на мелочи  например, покупки в супермаркете или на поиск новой работы.шисьте работу по душе, тогда она будет приносить не только моральное удовлетворение, но и материальный достаток  это могут быть бонусы от работы или наследство  быть фрилансером всегда приятно  подчеркнула  Пегги  Харрис ,  профессор  истории  в  Университете Южной Калифорнии	3	1	за	Удобство и комфорт			1	за	Деньги	Удобство и комфорт		1	за	Деньги		
Удаленная работа предпочтительнее работы в офисе	ыполнение важных деловых процессов с помощью интернета, мобильных устройств, а также планшетов и других мобильных устройств является наиболее комфортным вариантом.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Удаленная работа предпочтительнее работы в офисе	"ыполнение проектов онлайн и удаленная работа, как правило, помогают повысить эффективность производства;"	3	1	за		Эффективность		1	за		Эффективность		1	за		Эффективность	
Удаленная работа предпочтительнее работы в офисе	"Кроме того, удалённая работа имеет ряд преимуществ: сокращение издержек, гибкость графика работы,  возможность совмещения с учёбой,  отсутствие необходимости в обеспечении офиса оргтехникой и программным обеспечением.вольте экономить время на дорогу до работы и обратно;ройте копирайтинговые агентства!;вольте работать удалённо!; водохозяйственный надзор; водохозяйственная безопасность; водохозяйственное регулирование; водохозяйственные фонтаны; водохозяйственно-технические мероприятия; водохозяйство и водоемы; водохозяйнение; водохозяйное хозяйство; водохозяйные системы; водохозяйственныe отношения; водохозяйственным потребители; водохозяйственными организациями; водохозяйственному хозяйству; водохозяйственном балансу; водохозяйнительным органам; водохозяйству; водохозяйствию; водохозяйному"	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт	Доходность		1	за	Удобство и комфорт		
Удаленная работа предпочтительнее работы в офисе	Ограничение рабочего времени на выполнение заданий, которые пользователь совершает находясь на удаленном рабочем месте, позволяет сократить расходы.	3	1	за	Деньги			1	за	Деньги			1	за		Эффективность	
Удаленная работа предпочтительнее работы в офисе	Официально компания Facebook не может ответить на запрос о каких-либо дополнительных комментариях, однако в ряде источников отмечают, что сотрудники Facebook также используют возможность удаленной работы, поскольку компания получает выгоду от этого сегмента.	3	1	за		Популярность		1	за	Деньги			1	за	Деньги		
Удаленная работа предпочтительнее работы в офисе	По оценкам специалистов, в странах Евросоюза и США удаленная работа считается предпочтительной, если при этом работник свободен от офиса на неопределённый срок.?обавокписоклюсредафиссекретарьсекретарьсекретарьучреждениефаксфаксфакссекретарьсекретарьфаксфаксфаксимильныйтипфакссекретарьфакстипфаксимильноетипфаксфактическийтипфаксфакстипфакстип факсимильныйфаксфаксфисфаксфаксдиректортипфаксдиректорфакстипфисдиректорфаксдиректор типфаксфакс директортипфакс секретарьтип секретарьтип директортип офис секретарьтип секретартип секретарідозвольтевложенииначальникуначальникидозвольтевосложениидиректорначальникидосаднотворныеразговорыподобаетеврозакритиканачальникиподобаютевроз	3	1	за	Удобство и комфорт			1	за		Отношение властей		1	за	Удобство и комфорт		
Удаленная работа предпочтительнее работы в офисе	С другой стороны, дистанционное взаимодействие повышает уровень безопасности и уменьшает время для принятия решений.	3	1	и за, и против	Безопасность	Удобство и комфорт		1	за	Безопасность	Эффективность		1	за	Безопасность	Эффективность	
Удаленная работа предпочтительнее работы в офисе	Технологии, используемые в настоящее время, не позволяют передавать в виртуальной среде такие качества, как индивидуальность, эмоциональная насыщенность и креативность, что негативно сказывается на эффективности трудовых отношений.	3	1	против		Эффективность		1	против		Эффективность	Общение с людьми	1	против		Эффективность	
Удаленная работа предпочтительнее работы в офисе	Удаленная занятость позволяет обеспечить занятость населения  при ограниченных денежных ресурсах,  предотвратить  дефицит  квалифицированных кадров,  обеспечить  непрерывность  производственного процесса и своевременность  его  выполнения,  а  также свести к минимуму влияние на здоровье и  условия труда работника,  проживающего в  удалённом  районе.	3	1	за		Эффективность		1	за	Деньги	Эффективность	Влияние на здоровье	1	за	Деньги	Эффективность	
