topic	claim	source	text	argument_sum	argument_annotator_1	stance_annotator_1	aspect_1_annotator_1	aspect_2_annotator_1	aspect_3_annotator_1	argument_annotator_2	stance_annotator_2	aspect_1_annotator_2	aspect_2_annotator_2	aspect_3_annotator_2	argument_annotator_3	stance_annotator_3	aspect_1_annotator_3	aspect_2_annotator_3	aspect_3_annotator_3
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1325403	После занявшего целый год анализа, проведённого по просьбе Иваты, Nintendo пришла к выводу, что постоянное улучшение оборудования не является самым эффективным способом продвижения видеоигр, и компания решила сосредоточиться на программном обеспечении.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1325403	После поступления в в апреле 1975 года он начал учиться программированию и разработал для своего калькулятора несколько простых игр симуляторы волейбола, бейсбола и стендовой стрельбы.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1325403	После того, как было налажено партнёрство с DeNA, Ивата подтвердил свою позицию, согласно которой обычные мобильные игры типа free-to-play, которые он назвал free-to-start, угрожали будущему качеству игр.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1325403	Поставленная задача была решена, и это было воспринято как подвиг.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=9021071	Постоянные регулярные проверки со стороны демократических стран, какими бы усердными и благонамеренными они ни были, обычно недостаточны для предотвращения эрозии демократических практик.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=9021071	Потребуется огромное количество времени, чтобы стать информированным до такого уровня и оставаться в курсе текущих политических событий.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Похожего мнения придерживается и Херберт из журнала AmigaGames, отметив, что симулятор делает особый упор на проблему загрязнения окружающей среды и важность современных, щадящих природу технологий.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Похожего мнения придерживался и критик сайта Choicestgames, назвав SimCity 2000 классикой и примером того, как разработчики Maxis действительно вкладывали все ресурсы, чтобы создать такую игру, которая удовлетворит всех игроков, в противовес современной серии игр The Sims, представляющих собой сырые и недоделанные базовые игры с сотней расширений и DLC.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=9021071	Президент США Джеймс Мэдисон посвятил всю книгу Федералист 10 резкой критике демократии и предложил республики как гораздо лучшее решение, заявив ...демократии всегда были зрелищем беспорядков и раздоров когда-либо считалось несовместимым с личной безопасностью или правами собственности и в целом их жизнь была столь же короткой, как и насильственной смертью.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=9021071	При нём существует своеобразное равенство уравнивающее равных и неравных.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	При нехватке питьевой воды женщины несут ответственность за ее добычу независимо от расстояния, которое они должны преодолеть, или местности, которую они должны преодолеть.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=105242	При помощи орбитальных космических аппаратов ученые имеют возможность собирать и передавать данные в различных диапазонах электромагнитного спектра, которые, в сочетании с более масштабными воздушными и наземными измерениями и анализом, обеспечивают необходимый спектр данных для мониторинга актуальных явлений и тенденций, таких как Эль-Ниньо и другие природные феномены, как в кратко-, так и в долгосрочной перспективе.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=105242	При помощи спутников можно с определённой цикличностью получать изображения отдельных полей, регионов и округов.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1325403	При содействии Nintendo ему удалось в течение шести лет вытащить компанию из долговой ямы, выплатить 1,5 миллиарда иен и стабилизировать финансовое состояние.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	При этом предприниматели города сами решают, какой площади строить предприятия, отели, общежития и др.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	При этом разница в качестве мелодии заметна, если установить игру на старые платформы Mac, DOS, Windows 3.1 и Windows 95.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=105242	Примерами применения дистанционного зондирования может быть мониторинг вырубки лесов например, в бассейне Амазонки, состояния ледников в Арктике и Антарктике, измерение глубины океана с помощью лота.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8582719	Проблемы с доступом и авторским правом также ограничивают полезность библиотек без книг, поскольку большая часть цифрового контента по-прежнему недоступна для заимствования в Интернете.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=9078425	Программа мероприятий театра разработана таким образом, чтобы дополнять, а не конкурировать с программами соседних заведений.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1325403	Продажи выпускавшегося позднее оборудования, включая Nintendo 3DS и Wii U, оказались менее выгодными, чем Wii, и компания впервые за 30 лет понесла убытки от основной деятельности.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Продолжительность жизни и уровень образования прежде всего зависят от количества построенной игроком инфраструктуры больницы, школы, колледжи, музеи и качества её обслуживания ежегодное выделение средств.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1325403	Продукты улучшения качества жизни.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=3440180	Прямой нейроэмулятор обучается первым.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Роер отмечает, что, хотя Организация Объединенных Наций официально взяла на себя обязательства по учету гендерной проблематики, на практике гендерное равенство не достигается в контексте изменения климата.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Рост неравенства из-за изменения климата.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=6831457	С возможностями выживания, которые превосходили людей, SQUEEBs, в конечном счете, заменили бы солдат и использовались во время войны.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	С городских участков собираются налоги в городской бюджет, и от этого зависит экономика города.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1325403	С добавлением акселерометров они смогли эффективно осуществить захват движения.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=105242	С другой стороны, спектральные методы получения данных как стереоизображения, так и мультиспектральные методы применимы в основном в солнечные дни данные, собранные в условиях низкой освещенности, как правило, имеют низкий уровень сигнал шум, что усложняет их обработку и интерпретацию.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	С одной стороны, промышленность нужно размещать на удалении от жилых зон для уменьшения загрязнения, но, с другой стороны, это приводит к большой плотности движения на дорогах, соединяющих жилые районы с промышленными.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=105242	С помощью радара, например, нельзя получать изображение голой поверхности земли при толстом снежном покрове то же самое можно сказать и о лидаре.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1325403	С помощью этого устройства Ивата и сотрудники компании разработали несколько игр, которые оказались недобросовестными копиями , Galaxian и других игр от Namco.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Сами здания и участки стали гораздо подробнее, игра позволяет наблюдать за мельчайшими деталями, многие из которых анимированы, а благодаря ярким и насыщенным краскам игрок ещё быстрее привязывается к своему творению на экране.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=105242	Сбор геодезических данных с воздуха впервые был использован для обнаружения подводных лодок и получения гравитационных данных, используемых для построения военных карт.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Сигер утверждает, что цель 2 C, которая является повторяющейся темой в дебатах об изменении климата, не является, как это часто предполагается, безопасной целью для всех людей на планете.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Сирил Лэчел, критик сайта Defunctgames, в своём обзоре симулятора для Sega Saturn назвал игру в общем очень увлекательной и отметил, что игра в SimCity 2000 это отличный способ убить время.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Скорее, это обеспечит стабильность патриархального капитализма и, как следствие, непрерывность власти для тех, кто сегодня могущественен.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Слишком большое количество жилых зон может привести к безработице, слишком малое к закрытию предприятий и упадку коммерции.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=9021071	Слишком много информации, что является обычным явлением в нынешнюю цифровую эпоху, когда люди завалены информацией из газет, ежедневного телевидения, социальных сетей и в различных других формах, называется информационной перегрузкой.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Случаи детских браков и торговли людьми в целях сексуальной эксплуатации участились в некоторых районах дельты Сундарбана в Индии после разрушительных последствий циклона Амфан и продолжающегося стресса, вызванного COVID-19, отразившегося на жизни молодых девушек.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1057784	Согласно Постановлению Правительства Москвы от 17 сентября 2014 г. 547-ПП Об автоматизированной информационной системе Система дистанционного обучения для гражданских государственных служащих разработана система дистанционного обучения, позволяющая повысить их квалификацию.	2	1	за	Отношение властей			0					1	за	Отношение властей		
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Согласно прогнозам, изменение климата приведет к увеличению частоты и масштабов стихийных бедствий, таких как экстремальная жара.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=7658901	Сокращение штата и требование высокой скорости создания информации порождает определенные психологические проблемы стресс, повышенную напряженность.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Соответственно, игрок может улучшать условия проживания, и, как следствие, в нём будет больше жителей, а в городской бюджет поступит большее количество средств.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Социальные гранты от правительства Южной Африки дополнительно поддерживают домохозяйства, пострадавшие от изменения климата.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=105242	Спутниковые данные используются для точного управления и мониторинга результатов ведения сельского хозяйства на различных уровнях.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1325403	Среди его первых работ было создание периферийного устройства, позволяющего старым компьютерам отображать графику для видеоигр.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Стихийные бедствия нарушают распорядок дня и усложняют гендерные и семейные роли, что может привести к тому, что жертвы стихийных бедствий будут чувствовать себя бессильными и разочарованными.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Строящийся город стал окружён другими городами, с которыми можно вести торговлю.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Суть игрового процесса сводится к созданию города, развитию жилых и промышленных зон, строительству инфраструктуры и сбору налогов для дальнейшего развития города.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=128834	Так же имеется много панорамных изображений в высоком разрешении с различных марсоходов программы Mars Exploration Rovers, Spirit и Opportunity, которые можно просматривать аналогично Google Street View.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=128834	Так как Google не может уделить много внимания всем географическим объектам в мире, в некоторых регионах имеются только названия крупных объектов.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Так как это был сиквел, то проектировать было легче, архитектурно игра была более стабильна и целостна, необходимо было только контролировать инженерный процесс и вопросы производительности.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=2721227	Так, осенью 2016 года вышла игра , которая получила более лестные отзывы критиков, чем прошлая Shattered Crystal.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Так, потенциал для миграции со временем увеличивается, расход электроэнергии на одного жителя возрастает к 1970-му году и далее уменьшается из-за практик внедрения энергосберегающих технологий и т. п.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Так, студенты понимали важность и возможность улучшения города, получали взгляд с птичьего полёта и знакомились со сложностью предмета.	1	0					1	за	Удобство и комфорт			0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Такая же особенность встроена в игру Streets of SimCity, где игрок может принимать участие в гонках на улицах созданного города.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=9021071	Такая система может привести к неравенству в благосостоянии или расовой дискриминации.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1057784	Также возникает всё больше школ с дистанционным образованием, которые практикуют автовебинары.	3	1	за				1	за	Популярность			1	за	Популярность		
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Также Джон уверен в том, что игра оказывает успокаивающий эффект и образует эмоциональную связь между игроком и созданным им городком.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Также игра сама по себе работает медленнее, чем оригинал для персональных компьютеров, а созданный город занимает очень много места во внутренней памяти Sega Saturn, что позволяет развивать лишь один город, иначе приходится делать резервное копирование.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Также многим критикам понравилось введение множества новых видов катаклизмов и катастроф, добавляющих в игру немного элемента экшена.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1057784	Также нужно учитывать, что для работы со студентами в режиме онлайн учебным заведениям требуется квалифицированный персонал, владеющий компьютером и интернет-технологиями.	3	1	против	Эффективность			1	и за, и против	Стоимость			1	против	Стоимость		
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=7585736	Также существуют онлайн-автошколы.	1	1	за	Популярность			0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1325403	Таким образом он мог уделять больше времени программированию.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Таким образом стартовал проект, в котором Фред и Уилл работали плотно и завершили его в течение года.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=105242	Таким образом, во многих случаях данная дисциплина либо вовсе не включена в учебную программу, либо не включает в себя курс научного анализа аналоговых изображений.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Таким образом, для улучшения человеческого капитала необходимо значительное время, а в случае миграции в город он получает больший процент трудовых ресурсов, но средний по качеству.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Таким образом, игрок может лишь в определённой степени влиять на жизнь виртуальных жителей, а в остальном они будут оставаться самостоятельными.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=105242	Таким образом, лучшее время для этих методов холодные месяцы, а также несколько часов до рассвета в любое время года.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=9021071	Таким образом, люди считаются рациональными, предпочитая не получать информацию.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=128834	Такой подход хотя и требует закачивания и установки программы, но зато в дальнейшем обеспечивает дополнительные возможности, трудно реализуемые с помощью веб-интерфейса.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Твердые эмпирические данные показывают, что если женщины-фермеры использовали тот же уровень ресурсов, что и мужчины, на обрабатываемой ими земле, они достигли бы того же уровня урожайности.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Тем не менее, женщины так же хороши в сельском хозяйстве, как и мужчины.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=105242	Тем не менее, эти активные сенсоры нечувствительны к свету или его отсутствию, что делает их отличным выбором для применения в высоких широтах для примера.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=6663973	Теперь каждый может смотреть то, что ему нравится и при этом выбирать именно тот источник информации, который ему больше всего подходит.	1	0					1	за	Удобство и комфорт			0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Уилл Райт в одном из своих интервью отметил, что при создании градостроительного симулятора он не хотел наделять игрока абсолютной властью над виртуальным миром, так как, по мнению геймдизайнера, полное повиновение симов сделало бы игру скучной.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Уникальность игры заключается в её реиграбельности, так как каждый раз, когда создаётся новый город, в игре генерируются новые события.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=289911	Упрощённые синтаксис и лексика, хотя и приводят к частичной потере информации, делают её легкой для понимания.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Урбанист Кеннет Л. Колсон заметил, что SimCity удаётся воспроизводить реальные проблемы, связанные с градостроением, например что расширение и строительство новых магистралей в ущерб развитию общественного транспорта не решает, а только ухудшает проблему перегруженности дорог.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=7585736	Учебные курсы для водителей доступны в Интернете.	1	1	за	Популярность			0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Фактически, отчет Продовольственной и сельскохозяйственной организации ООН показывает, что женщины-фермеры больше пострадают от отсутствия продовольственной безопасности из-за изменения климата.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=6871972	Формат помогает ритейлерам распродать вещи и не конкурировать с основными каналами сбыта.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=1394199	Херберт из журнала AmigaGames отдельно оценил широкий выбор общественных зданий, парков и памятников.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=8882304	Хотя женщины в сельских районах сильно зависят от окружающей среды, они обычно не представлены в процессах принятия решений по изменению климата.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=9021071	Частые изменения политики в отношении бизнеса и иммиграции могут сдерживать инвестиции и, таким образом, препятствовать экономическому росту.	0	0					0					0				
Онлайн-образование	Онлайн-образование может конкурировать с традиционным образованием	https://ru.wikipedia.org/wiki?curid=6871972	Через год в базе магазина было 800 тысяч регистраций, и он принимал около 2000 заказов каждый день.	0	0					0					0				
