topic	claim	source	text	argument_sum	argument_annotator_1	stance_annotator_1	aspect_1_annotator_1	aspect_2_annotator_1	aspect_3_annotator_1	argument_annotator_2	stance_annotator_2	aspect_1_annotator_2	aspect_2_annotator_2	aspect_3_annotator_2	argument_annotator_3	stance_annotator_3	aspect_1_annotator_3	aspect_2_annotator_3	aspect_3_annotator_3
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2013/02/06/amazon/	Компания обещает раздать десятки миллионов долларов в виде виртуальных монет.	0	0					0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2009/02/24/adverts/	Лучший момент для рекламного контакта - когда человек делает покупки онлайн или сравнивает цены.	0	0					0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2000/12/06/bolero/	Обладатель ворованных кредиток успел сделать только девять покупок на две тысячи долларов.	1	1	и за, и против	Безопасность			0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2019/09/13/bank/	Обычные банковские карты также остаются популярными у детей и подростков.	0	0					0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2015/02/19/paypal/	По данным исследования Ericsson ConsumerLab, глобальный объем рынка электронной коммерции превысит 800 миллиардов долларов в 2016 году, а 80 процентов пользователей по всему миру считают, что уже к 2020 году смартфон сможет полностью заменить кошелек.	2	1	за	Популярность			0					1	за	Популярность		
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2001/12/03/visa/	Повышение безопасности покупателей, бесспорно, повлечет за собой возрастание объема интернет-продаж, - утверждает Тодд Пеннер Todd Penner, директор по онлайн-маркетингу Dells Consumer Group, одного из партнеров компании Visa.	1	1	за	Безопасность			0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2001/12/03/visa/	Покупатели хотят знать, что их интернет-платежи надежно защищены, при этом использование систем безопасности не должно повлечь за собой ни малейших неудобств для клиента.	0	0					0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2009/02/24/adverts/	Пользователи интернета наиболее восприимчивы к рекламным сообщениям, которые видят ранним вечером, сообщается на сайте NetImperative.	0	0					0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2019/09/13/bank/	Потенциальных клиентов кредитные учреждения находят среди тех, кто уже пользовался детскими и подростковыми дебетовыми картами.	0	0					0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2015/02/19/paypal/	Россияне наиболее готовы использовать смартфон в процессе покупки электроники.	1	1	за	Удобство и комфорт			0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2000/07/21/visa/	Серьезным преимуществом новой технологии является то, что система сможет обрабатывать 100 миллиардов транзакций в год, это в два раза больше текущих возможностей Visa.	0	0					0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2000/12/06/bolero/	Скорее всего, полученные незаконным образом деньги просто отмывались.	0	0					0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2006/03/08/web/	Согласно исследованию, проведенному по заказу компании Google, британцы проводят в Интернете больше времени, чем перед экранами телевизоров, передает в среду агентство France Presse.	0	0					0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2005/07/28/teens/	Также очень популярны различного рода мобильные сервисы.	0	0					0					0				
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2001/12/03/visa/	Теперь обладатели карточек Visa могут делать покупки в интернет-магазинах, не опасаясь, что их деньги окажутся легкой добычей для хакеров.	2	1	за	Безопасность			0					1	за	Надежность		
Покупки в интернете	Следует делать покупки в интернете	https://lenta.ru/news/2019/09/13/bank/	Эти сервисы позволяют детям осуществлять бесконтактную оплату, делать покупки в интернете или копить деньги.	1	1	за	Удобство и комфорт			0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2016/04/29/potrebminimum/	26 апреля глава Минэкономразвития Алексей Улюкаев заявил, что пессимистичные прогнозы относительно будущего российской экономики ошибочны.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2016/05/20/food_nielsen/	37 процентов респондентов ответили, что стали тратить немного больше денег на приобретение привычных продуктов и самых необходимых потребительских товаров.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2008/04/30/electrotax/	Горэлектротранс потратит деньги на ремонт уже действующего парка, поскольку средства на расширение заложены в городской бюджет.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2008/04/30/electrotax/	Освободившиеся средства предприятия должны будут направить на содержание транспортного парка, улучшение обслуживания и сдерживание роста цен на билеты.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2012/02/28/open/	Отказываться от этих планов нельзя, так как иначе республика рискует потерять свободу,  как это уже было в прошлом веке, объяснил Саакашвили.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2016/05/20/food_nielsen/	При этом, по мнению 25 процентов опрошенных, объем затрат на сопоставимые покупки у них заметно увеличился.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2016/05/10/audit/	Просроченная задолженность по заработной плате на 1 апреля составила 4,5 миллиарда рублей, увеличившись с начала года более чем на четверть.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2012/02/28/open/	Пусть знают все бизнесмены и граждане России, что они могут свободно передвигаться в Грузии и вкладывать деньги, - пояснил грузинский лидер, отметив, что там, где активен бизнес, не место гусеницам танков.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2008/04/08/free/	Размещение временно свободных средств госкорпораций Роснанотех и Фонд ЖКХ на внутреннем рынке приведет к тому, что годовая инфляция может вырасти на процент-полтора.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2016/05/10/audit/	Реальные денежные доходы населения по итогам первого квартала 2016 года снизились на 3,9 процента, а реальная начисленная среднемесячная заработная плата  на 0,5 процента.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2001/02/06/inmate/	Согласно законодательству заключенные не могут заниматься коммерческой деятельностью, но Мэфи нашел хитрый способ обойти закон отбывающие наказание имеют право на свободу слова, и поэтому Мэфи ежедневно звонит отцу с указаниями, куда именно следует вкладывать деньги.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2012/02/28/open/	Тем не менее, подписание Грузией соглашения по вступлению России в ВТО является конкретным примером того, что сотрудничество возможно.	0	0					0					0				
Свободные деньги	Свободные деньги лучше тратить, чем откладывать	https://lenta.ru/news/2016/05/20/food_nielsen/	Это настроение, по словам эксперта, сказывается на готовности покупателей тратить деньги и влечет за собой сокращение потребления.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2016/03/03/foodwaste/	WeFood  первый супермаркет в Дании, а возможно, и в мире, который не только нацелен на людей с низким доходом, но и на всех, кто обеспокоен количеством пищевых отходов, остающихся в стране.	3	1	за	Экологичность			1	за	Экологичность	Стоимость		1	за	Стоимость	Экологичность	
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/06/07/lotto/	Британка отметила, что когда проверяла выигрышные номера, не могла поверить, что купленный в другом магазине билет принес ей крупный выигрыш.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Было отмечено, что объем необходимых собственных средств для того, чтобы участвовать в строительном рынке, существенно вырос.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2016/03/03/foodwaste/	В WeFood надеются благодаря своей инициативе уменьшить количество пищевых отходов, ежегодный объем которых составляет в Дании 700 тысяч тонн.	1	1	за	Экологичность			0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2017/04/05/mcshame/	В Великобритании протестующий с мегафоном устроил акцию у входа в Макдоналдс, убеждая посетителей, что они не должны кормить детей фастфудом.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2016/03/03/foodwaste/	В датском супермаркете WeFood, который продает пищевые отходы и товары с истекшим сроком годности, местные жители всего за неделю скупили весь ассортимент.	2	1	за	Экологичность			1	и за, и против	Качество	Эффективность		0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	В общем, все нововведения, безусловно, действуют в сторону увеличения себестоимости.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2019/08/13/lenta/	В противном случае злоумышленники грозятся отравить продукты в гипермаркетах, передает принадлежащее Григорию Березкину агентство РБК.	2	1	против	Безопасность			1	против	Безопасность			0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	В результате потребители платят за ЖКХ на 20-30 процентов меньше.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2012/04/05/wash/	В результате происшествия юноши не получили травм, однако перебудили жителей близлежащих домов, которые вызвали на место полицию.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2019/08/06/melon/	В Роспотребнадзоре напомнили, что лучше всего покупать дыни в супермаркете или на официальных рынках, где товар хранится в правильных условиях.	3	1	за	Надежность			1	за	Безопасность			1	за	Безопасность		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/02/11/meat/	В середине января сети супермаркетов в Великобритании и Ирландии уже отзывали из продажи около десяти миллионов замороженных бургеров из говядины, в которых была обнаружена ДНК лошадей и свиней.	3	1	против	Качество			1	против	Качество			1	против	Качество		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2017/04/05/mcshame/	Ваши дети заслуживают большего.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2014/09/16/mannapkin/	Во время физических занятий ноги студентов сильно потеют.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Вы не можете управлять финансовыми потоками внутри крупной компании, потому что сегодня вам пытаются рассказать правилами, как это делать.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/02/11/meat/	Выяснилось, что говядина в этих продуктах оказалась более чем на две трети кониной.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2014/09/16/mannapkin/	Ее основным элементом является строевая подготовка.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Если бы речь шла только о сугубо строительных компаниях, но мы же говорим о девелопменте, в котором продукт сложносочиненный.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2016/01/28/cambodiacountry/	Если пенсионеры предпочтут покупать продукты в супермаркете, это обойдется им в 150 долларов в месяц.	1	0					0					1	против	Стоимость		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/06/07/lotto/	Жительница английского портового города Лоустофт Джин Суотман выиграла в лотерею два миллиона фунтов стерлингов, нарушив привычный порядок вещей.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Значит, может появиться еще один специфический субъект рынка с тенденцией к монополизации.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	И благодаря этому платежеспособный спрос удается собирать с рынка, несмотря на статистику снижения реальных располагаемых доходов населения.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	И от качества обслуживания уже введенного в действие проекта будут зависеть дальнейшие продажи,  делится своими соображениями Вениамин Голубицкий.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	И поэтому мы готовы к изменениям в законодательстве и хотим наглядно показать, на что мы способны.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/03/21/gum/	Как заявил художник, его скульптура символизирует крах надежд.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2019/08/06/melon/	Кроме того, спелость дыни можно проверить, если слегка сжать ее руками хорошая дыня должна слегка пружинить, как гандбольный мяч, отмечают специалисты.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2016/01/28/cambodiacountry/	Кроме того, услуги мобильной связи, включая 71 минуту международных звонков, будут стоить порядка 1,5 доллара в месяц.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Люди за свои деньги хотят получить больше качества, отметил Яблонских.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Мне при этом говорят, что это непрофильный бизнес.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2016/03/03/foodwaste/	Многие считают, что это создание такого магазина правильное решение для утилизации продуктов,  отмечают авторы идеи.	1	0					1	за	Экологичность			0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Мы внедрили там онлайновые методы отслеживания всех затрат по сетям.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Не имея не то что продукта, а целой продуктовой линейки, на рынке делать нечего,  поддерживает мысль президент ГК КОРТРОС Вениамин Голубицкий.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Нужно выделяться целым набором потребительских характеристик.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2014/09/16/mannapkin/	Однако многие из них стесняются покупать прокладки в супермаркетах.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2004/03/04/smith/	Он сам отводит по утрам детей в школу, и еженедельно делает закупки продуктов в супермаркете.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2019/08/06/melon/	Опасно покупать плоды на трассе или вдоль автомобильных дорог, потому что там дыни впитывают токсичные вещества.	1	0					1	за	Безопасность			0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2016/01/28/cambodiacountry/	Основным аргументом для присуждения первого места стала дешевизна жизни в королевстве.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Ответ очевиден не будет обманутых дольщиков, но и не будет квартир.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Плюс должны вырасти платежи в страховой фонд.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Плюс объем собственных средств.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2006/10/24/bes/	По его утверждению, бывшая супруга нарушает график посещения дочери, не позволяет ему говорить с ней по телефону.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2019/08/13/lenta/	По словам представителя торговой сети, полностью проверить товары в торговой сети затруднительно, поскольку у компании более 3,5 тысячи поставщиков и 380 магазинов по всей стране.	2	0					1	против	Качество	Безопасность		1	против	Качество		
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	По сути речь идет о запрете непрофильной деятельности.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2012/04/05/wash/	После того как сеанс мытья завершился, 20-летние канадцы осознали, что не получили повреждений.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Последние изменения на законодательном уровне подвигают девелоперов за те же деньги обеспечивать более высокое качество продукта.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2007/12/19/beaujolais/	Посредники покупали его для них в супермаркетах вне региона.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Потому что маржинальность в регионах резко контрастирует с московскими проектами.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Поэтому много профанации и поверхностного отношения.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Поэтому при правильном управлении себестоимостью и позиционировании всей продуктовой линейки компании пессимизма испытывать не должны.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Поэтому ущерб может быть причинен и крупным игрокам.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/02/11/meat/	Представитель румынской организации, следящей за безопасностью продуктов питания National Food Safety Authority, Константин Саву Constantin Savu отметил, что более 25 местных боен, где забиваются лошади, располагают лицензией на экспорт мяса в ЕС, передает BBC News.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	При этом если ты пристроил к дому садик и школу  это не значит, что ты создал продукт.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	При этом маржинальность проектов не снижается, а даже подрастает за счет того, что компания успешно завершила в 2016-2017 годах объекты в Подмосковье и активно вышла на рынок Москвы, где ведет сейчас активное строительство.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2006/10/24/bes/	Причем, отстаивать свою жизнь героине Бэсинджер придется лишь при помощи набора автоинструментов.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2007/12/19/beaujolais/	Производителей Божоле уже обвиняли в том, что они заполнили рынок низкокачественным вином.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	Россия  огромная страна, и отбросить региональные аспекты в ней просто нельзя  а то впечатление, что существует только московский рынок,  завершил мысль Вениамин Голубицкий.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	С такой малой эффективностью компания, которая на московском рынке имеет показатели в три-четыре раза выше, позволить себе строить не может.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2013/03/21/gum/	Сначала он покупал жвачки в супермаркете, но потом строительным материалом его обеспечила  кондитерская компания Cadbury.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2016/01/28/cambodiacountry/	Так, в столице Камбоджи Пномпене аренда квартиры с двумя спальнями обойдется в 300 долларов в месяц, обед из блюда со свининой и рисом или лапшой в среднем будет стоить 3-4 доллара на человека в ресторане с местной кухней и 6-8 долларов в заведении с европейской или американской кухней.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2012/04/05/wash/	Троица молодых канадцев провела сеанс водных процедур в непригодном для этого месте - в автомобильной мойке, сообщает QMI Agency.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2018/09/10/kortros_dev/	У нас в Екатеринбурге есть проект, рассчитанный на 25 лет.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2007/12/19/beaujolais/	Французская полиция обнаружила, что изготовители вина Божоле добавляют в напиток сахар, чтобы поднять уровень алкоголя, пишет The Guardian.	0	0					0					0				
Супермаркеты и продуктовые рынки	Продукты лучше покупать в супермаркете, а не на рынке	https://lenta.ru/news/2016/03/03/foodwaste/	Цены на продукты в супермаркете на 30-50 процентов ниже, чем в обычных магазинах, но это не единственная его особенность.	2	1	за	Стоимость			1	за	Стоимость			0				
Удаленная работа	Удаленная работа предпочтительнее работы в офисе	https://lenta.ru/news/2000/07/20/remote/	Безусловно, удаленная работа возможна не во всех областях, но в целом цифровая экономика менее критична к обязательному присутствию людей на фиксированных рабочих местах.	3	1	и за, и против	Эффективность			1	и за, и против	Удобство и комфорт			1	и за, и против	Удобство и комфорт		
Удаленная работа	Удаленная работа предпочтительнее работы в офисе	https://lenta.ru/news/2019/07/02/rabotat/	Более половины россиян хотят продолжать работать после достижения пенсионного возраста.	0	0					0					0				
Удаленная работа	Удаленная работа предпочтительнее работы в офисе	https://lenta.ru/news/2019/07/02/rabotat/	Большинство предпочитают более энергичных сотрудников, однако в строящем долгосрочные планы бизнесе востребованы соискатели старше 45 лет ввиду уровня их ответственности и чувства долга.	0	0					0					0				
Удаленная работа	Удаленная работа предпочтительнее работы в офисе	https://lenta.ru/news/2000/07/20/remote/	В их числе участники конкурса называют возможность работать в пижаме и шлепанцах без риска нарушить корпоративные требования к одежде сотрудников.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Удаленная работа	Удаленная работа предпочтительнее работы в офисе	https://lenta.ru/news/2014/04/14/workle/	В компании отмечают, что сервис растет в основном в крупных городах.	0	0					0					0				
Удаленная работа	Удаленная работа предпочтительнее работы в офисе	https://lenta.ru/news/2019/07/02/rabotat/	В Роструде считают, что работодатели зачастую опираются на стереотипы в вопросах найма людей старшего поколения.	0	0					0					0				
Удаленная работа	Удаленная работа предпочтительнее работы в офисе	https://lenta.ru/news/2012/10/16/remote/	В то же время из-за неурегулированности вопросов, связанных с этим видом труда, в частности, касательно электронной подписи, лишает сотрудников возможности формального трудоустройства.	2	1	против	Юридический аспект			1	против	Юридический аспект			0				
Удаленная работа	Удаленная работа предпочтительнее работы в офисе	https://lenta.ru/news/2019/11/15/checnya/	В том числе удастся обойтись без компенсации транспортных и иных расходов.	3	1	за	Стоимость			1	за	Стоимость			1	за	Стоимость	Удобство и комфорт	
Удаленная работа	Удаленная работа предпочтительнее работы в офисе	https://lenta.ru/news/2000/07/20/remote/	Возможность проводить больше времени с домашними животными также занимает высокое место в этом списке.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Удаленная работа	Удаленная работа предпочтительнее работы в офисе	https://lenta.ru/news/2019/08/26/productivity/	Генеральный директор Workthere Кэл Ли, комментируя результаты исследования, подчеркнул, что не всем людям подходит график 52 и работники на удаленке тоже могут быть продуктивными, если будут трудиться в комфортном для себя режиме.	3	1	за	Эффективность			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
